1704404580,bid,0.05132,21.9479
1704404580,bid,0.05131,44.781
1704404580,bid,0.0513,13.3321
1704404580,bid,0.05129,21.4487
1704404580,bid,0.05128,14.1084
1704404580,bid,0.05127,28.2912
1704404580,bid,0.05126,15.9916
1704404580,bid,0.05125,26.008
1704404580,bid,0.05124,38.8356
1704404580,bid,0.05123,10.4021
1704404580,ask,0.05133,58.482
1704404580,ask,0.05134,23.738
1704404580,ask,0.05135,21.4885
1704404580,ask,0.05136,22.2699
1704404580,ask,0.05137,14.5677
1704404580,ask,0.05138,13.2045
1704404580,ask,0.05139,23.9835
1704404580,ask,0.0514,9.2601
1704404580,ask,0.05141,5.3821
1704404580,ask,0.05142,0.3545
1704404646,bid,0.05131,43.6627
1704404646,bid,0.0513,23.7892
1704404646,bid,0.05129,24.2161
1704404646,bid,0.05128,31.426
1704404646,bid,0.05127,18.5762
1704404646,bid,0.05126,11.9364
1704404646,bid,0.05125,10.2233
1704404646,bid,0.05124,26.796
1704404646,bid,0.05123,10.4021
1704404646,bid,0.05122,14.1675
1704404646,ask,0.05132,48.919
1704404646,ask,0.05133,25.0078
1704404646,ask,0.05134,25.8956
1704404646,ask,0.05135,15.2389
1704404646,ask,0.05136,18.8192
1704404646,ask,0.05137,14.3226
1704404646,ask,0.05138,10.6867
1704404646,ask,0.05139,18.338
1704404646,ask,0.0514,1.7883
1704404646,ask,0.05141,1.2116
1704404713,bid,0.0513,46.3664
1704404713,bid,0.05129,35.8413
1704404713,bid,0.05128,29.4636
1704404713,bid,0.05127,20.9364
1704404713,bid,0.05126,19.1573
1704404713,bid,0.05125,10.6931
1704404713,bid,0.05124,26.801
1704404713,bid,0.05123,11.6474
1704404713,bid,0.05122,19.7784
1704404713,bid,0.05121,18.5332
1704404713,ask,0.05131,46.8092
1704404713,ask,0.05132,26.9587
1704404713,ask,0.05133,10.1192
1704404713,ask,0.05134,16.2643
1704404713,ask,0.05135,17.2345
1704404713,ask,0.05136,27.888
1704404713,ask,0.05137,9.3122
1704404713,ask,0.05138,6.1873
1704404713,ask,0.05139,19.2714
1704404713,ask,0.0514,6.2413
